Format: Days, Expected Price, Expected Return, Probability of Breakeven
COMT: 90, 31.07, -0.4, 0.46
IOVA: 90, 20.29, 4.82, 0.4599
TPBA: 90, 9.67, -0.38, 0.4599
ORMP: 90, 13.77, 4.86, 0.4598
ASUR: 90, 7.8, 1.89, 0.4598
APOG: 90, 48.78, 1.01, 0.4598
CVGW: 90, 43.1, 0.29, 0.4594
SLNH: 90, 12.08, 13.6, 0.4591
ECPG: 90, 61.26, 1.63, 0.4591
HCNEU: 90, 9.93, -0.45, 0.459
HLG: 90, 12.38, 1.35, 0.4589
GSEV: 90, 9.75, -0.33, 0.4589
RDFN: 90, 39.52, 3.96, 0.4588
AFCG: 90, 22.87, 0.21, 0.4587
RDIB: 90, 22.88, 2.53, 0.4586
GRWG: 90, 13.36, 6.03, 0.4583
PAYS: 90, 1.76, 9.01, 0.4582
EMIF: 90, 24.06, -0.38, 0.4582
BIOX: 90, 14.24, 2.99, 0.4578
CUBA: 90, 5.53, -0.09, 0.4578
TACO: 90, 12.6, 1.1, 0.4576
GBLI: 90, 25.17, 0.19, 0.4576
DALS: 90, 9.72, -0.58, 0.4576
BSGA: 90, 9.91, -0.42, 0.4574
BITF: 90, 6.58, 22.69, 0.4573
RICOU: 90, 9.92, -0.37, 0.4573
OPRT: 90, 21.09, 3.83, 0.4572
TEKK: 90, 9.84, -0.47, 0.4572
CSSE: 90, 14.0, 4.3, 0.4571
SPTN: 90, 26.55, 1.14, 0.4571
VTSI: 90, 7.42, 4.91, 0.4567
RRBI: 90, 53.81, 0.95, 0.4567
MTACU: 90, 10.15, -0.54, 0.4564
BSVN: 90, 23.76, 2.59, 0.4563
SILK: 90, 44.82, 2.32, 0.4561
HST: 90, 17.43, -0.26, 0.4561
HTIA: 90, 26.19, 2.27, 0.4556
NXGN: 90, 17.86, 0.78, 0.4556
ALTUU: 90, 10.1, -0.09, 0.4556
ACAH: 90, 9.77, -0.29, 0.4555
SSBK: 90, 19.5, -0.59, 0.4554
GAIA: 90, 8.68, 0.72, 0.4552
PTON: 90, 36.49, 5.29, 0.4551
PCOM: 90, 15.91, 1.0, 0.4551
LVACU: 90, 10.04, -0.4, 0.4551
NSYS: 90, 10.39, 3.19, 0.4549
HIVE: 90, 3.45, 22.87, 0.4548
DAIO: 90, 4.51, 1.71, 0.4548
PRIM: 90, 24.4, 0.61, 0.4547
SRSAU: 90, 10.02, -0.58, 0.4547
WAVD: 90, 5.92, 14.59, 0.4546
PNTG: 90, 23.32, 6.16, 0.4545
LXEH: 90, 9.91, 6.18, 0.4544
MINDP: 90, 17.98, 1.3, 0.4544
GILD: 90, 73.36, -0.39, 0.4543
FOXW: 90, 9.9, -0.45, 0.4543
SGMA: 90, 10.84, 2.87, 0.4542
PSMT: 90, 72.49, -0.59, 0.4542
PRVA: 90, 27.68, 6.15, 0.4541
CNCR: 90, 23.87, -0.15, 0.4541
HSTM: 90, 25.96, -0.18, 0.4541
VEV: 90, 3.72, 5.45, 0.4539
RWAY: 90, 12.95, 0.31, 0.4538
BFST: 90, 28.5, 1.08, 0.4536
PRPL: 90, 13.61, 2.32, 0.4535
HIII: 90, 9.68, -0.43, 0.4532
GLAQ: 90, 10.09, -0.32, 0.4531
SPKBU: 90, 9.89, -0.42, 0.4529
HCII: 90, 9.69, -0.51, 0.4529
BCOR: 90, 17.62, 0.89, 0.4528
CTHR: 90, 3.12, 2.84, 0.4527
ELSE: 90, 6.6, 1.92, 0.4527
REPL: 90, 28.12, 4.89, 0.4526
LDHAU: 90, 9.9, -0.81, 0.4526
PSAG: 90, 9.65, -0.38, 0.4525
LFTR: 90, 9.71, -0.69, 0.452
SEATW: 90, 2.97, 6.75, 0.4519
LPTH: 90, 2.3, 4.45, 0.4519
NMRK: 90, 18.99, 3.46, 0.4519
JAMF: 90, 39.69, 0.59, 0.4519
HYACU: 90, 9.84, -0.46, 0.4519
INVE: 90, 29.45, 3.79, 0.4516
HIBB: 90, 72.74, 1.78, 0.4516
FLACU: 90, 9.91, -0.82, 0.4516
HAYN: 90, 41.43, 0.2, 0.4515
EVOJ: 90, 9.72, -0.27, 0.4515
MDRRP: 90, 22.64, 3.08, 0.4513
GO: 90, 28.39, 0.14, 0.4513
BIB: 90, 82.65, 1.21, 0.4511
OPEN: 90, 15.02, 6.05, 0.4509
PECO: 90, 67.78, 51.49, 0.4508
PACB: 90, 20.38, 3.86, 0.4508
RMGC: 90, 9.68, -0.42, 0.4507
INSM: 90, 27.97, 2.68, 0.4506
FARO: 90, 70.65, 0.69, 0.4506
HURC: 90, 29.95, -0.38, 0.4506
GHRS: 90, 23.57, 7.95, 0.4504
SMCI: 90, 46.06, 1.11, 0.4504
NYMT: 90, 3.81, 1.12, 0.4502
LYTS: 90, 6.81, 0.77, 0.4501
CPARU: 90, 9.82, -0.44, 0.4501
LEGAU: 90, 9.82, -0.38, 0.45
ALTU: 90, 9.82, -0.73, 0.45
BMRN: 90, 89.51, -0.16, 0.4498
TILE: 90, 16.14, 0.59, 0.4497
EDRY: 90, 20.32, 8.1, 0.4496
INSG: 90, 5.61, 2.96, 0.4496
AIRG: 90, 11.01, 2.18, 0.4494
IRWD: 90, 11.82, -0.25, 0.4494
TMPM: 90, 9.76, -0.67, 0.4492
AMAL: 90, 16.81, 0.61, 0.4491
NESR: 90, 9.38, 0.02, 0.4491
NTCT: 90, 33.75, -0.57, 0.449
PLCE: 90, 82.43, 1.49, 0.4489
CSWC: 90, 24.99, 0.36, 0.4488
TSRI: 90, 9.22, 5.2, 0.4485
PFHD: 90, 19.3, 0.47, 0.4485
ATRS: 90, 3.6, 1.49, 0.4483
TURN: 90, 7.24, -0.65, 0.4483
LINC: 90, 7.95, 4.9, 0.4482
VINC: 90, 10.33, 1.42, 0.4482
TCOM: 90, 22.87, -0.02, 0.4482
VIRC: 90, 3.21, 0.8, 0.4481
BSET: 90, 16.86, 0.61, 0.448
ALORU: 90, 10.05, -0.33, 0.448
EGAN: 90, 9.72, 2.3, 0.4478
ACHC: 90, 59.87, 0.18, 0.4477
INCY: 90, 73.69, -0.14, 0.4477
MINM: 90, 1.34, 8.01, 0.4476
AHI: 90, 7.54, 36.44, 0.4475
RNLX: 90, 16.55, 3.64, 0.4475
FRBK: 90, 3.78, -0.16, 0.4472
NWPX: 90, 31.54, 0.29, 0.4471
FLXS: 90, 26.47, -0.3, 0.4471
ARKR: 90, 17.34, 0.16, 0.447
SOFI: 90, 15.3, 5.44, 0.4468
HSON: 90, 28.05, -0.03, 0.4467
RCEL: 90, 12.45, 3.4, 0.4466
JYAC: 90, 9.7, -0.74, 0.4465
AXSM: 90, 38.42, 7.48, 0.4464
CBTX: 90, 29.16, 0.13, 0.4462
COLL: 90, 20.01, 2.22, 0.4461
ZEAL: 90, 22.17, 1.02, 0.4461
OXLCP: 90, 25.25, 0.19, 0.4461
BLSA: 90, 9.68, -1.03, 0.4461
RCMT: 90, 7.18, 1.58, 0.4459
SSP: 90, 19.41, 0.53, 0.4453
CLRM: 90, 9.72, -0.54, 0.4453
CFB: 90, 15.84, 1.15, 0.4452
INGN: 90, 34.12, 0.97, 0.4452
PDLB: 90, 14.68, -0.22, 0.4452
ZEUS: 90, 23.47, 1.18, 0.445
LNDC: 90, 11.08, -0.92, 0.445
DMRC: 90, 41.61, 2.75, 0.4449
OCCI: 90, 13.2, 1.31, 0.4449
VNDA: 90, 16.44, 0.23, 0.4449
ATOM: 90, 21.03, 6.13, 0.4448
BPRN: 90, 28.52, -0.73, 0.4447
HCCCU: 90, 10.06, -0.44, 0.4444
PLL: 90, 56.66, 10.24, 0.4442
CAKE: 90, 39.2, -0.06, 0.4442
SIBN: 90, 22.11, 0.95, 0.4441
MUDSU: 90, 10.16, 0.47, 0.444
SCSC: 90, 35.48, -0.38, 0.444
RADA: 90, 9.37, 2.61, 0.4439
ANIK: 90, 36.83, -0.16, 0.4439
BNSO: 90, 4.43, 5.17, 0.4437
DLTH: 90, 15.43, 1.04, 0.4437
CCXI: 90, 39.47, 8.12, 0.4436
FHTX: 90, 23.21, 6.44, 0.4436
BTWNU: 90, 10.15, 0.39, 0.4436
KEQU: 90, 12.6, -0.69, 0.4436
HBIO: 90, 7.33, 0.81, 0.4435
MUDS: 90, 9.92, -0.19, 0.4435
GAMB: 90, 11.53, 14.85, 0.4433
CSIQ: 90, 30.74, 1.06, 0.4433
LCA: 90, 9.69, -0.53, 0.4433
PRAA: 90, 49.14, -0.67, 0.4431
ANAB: 90, 38.07, 5.63, 0.4429
SCWX: 90, 16.1, 0.95, 0.4429
CPRX: 90, 7.47, 4.06, 0.4428
VIR: 90, 46.22, 15.39, 0.4427
HNNA: 90, 10.88, -0.6, 0.4426
TNGX: 90, 10.5, 0.2, 0.4424
AKIC: 90, 9.64, -1.05, 0.4423
RETA: 90, 26.46, 3.21, 0.4422
ICMB: 90, 5.08, -0.23, 0.4422
WBA: 90, 51.71, -1.05, 0.4422
AURA: 90, 20.92, 21.1, 0.4421
BROG: 90, 8.55, -0.58, 0.4421
AMPL: 90, 56.72, 2.06, 0.4416
CERS: 90, 6.87, 0.74, 0.4416
GIGM: 90, 2.29, 4.81, 0.4415
LCAAU: 90, 9.85, -0.66, 0.4414
EBACU: 90, 9.85, -0.52, 0.4413
PROF: 90, 11.8, 2.48, 0.4411
MAT: 90, 21.01, -0.76, 0.4411
NVVE: 90, 13.81, 6.29, 0.441
QURE: 90, 21.09, 2.24, 0.441
FANH: 90, 6.82, 0.46, 0.441
BWCAU: 90, 9.71, -1.1, 0.441
MEOH: 90, 39.81, 0.37, 0.4409
VERV: 90, 38.7, 7.14, 0.4407
NGM: 90, 17.7, 1.73, 0.4405
INSE: 90, 13.15, 1.29, 0.4405
KAII: 90, 9.7, -0.52, 0.4405
HCARU: 90, 9.92, -0.79, 0.4405
JAZZ: 90, 130.24, -0.99, 0.4404
ZUMZ: 90, 48.31, 0.36, 0.4403
RAPT: 90, 43.07, 15.95, 0.4402
CVLG: 90, 26.57, -0.1, 0.4402
ANDE: 90, 38.72, -0.84, 0.4402
ANGI: 90, 8.79, 1.34, 0.4401
SNDX: 90, 21.87, 3.58, 0.44
GT: 90, 21.29, -0.52, 0.4399
XPDIU: 90, 11.23, -0.77, 0.4397
JBLU: 90, 14.26, -0.82, 0.4396
TARS: 90, 25.23, 4.89, 0.4395
MOLN: 90, 21.2, 3.67, 0.4394
LMB: 90, 8.96, 0.37, 0.4394
FRSG: 90, 9.84, -0.51, 0.4394
TMKRU: 90, 9.99, -0.56, 0.4394
TRMD: 90, 7.95, 1.93, 0.4393
BYFC: 90, 2.44, 2.99, 0.4392
CRNX: 90, 27.74, 1.96, 0.4392
TVTY: 90, 26.88, 1.68, 0.4392
ZGNX: 90, 16.48, 1.47, 0.4392
FRON: 90, 9.64, -0.75, 0.4392
BGFV: 90, 20.22, 3.45, 0.4391
XRX: 90, 23.06, -1.27, 0.439
PRTA: 90, 48.99, 4.41, 0.4389
SPRO: 90, 15.58, 2.1, 0.4389
BIOTU: 90, 10.05, -0.71, 0.4388
STRA: 90, 57.56, -0.46, 0.4387
SFM: 90, 29.79, -0.87, 0.4386
PLAY: 90, 39.52, 1.96, 0.4384
OEPW: 90, 9.67, -0.52, 0.4384
LCUT: 90, 16.34, 0.28, 0.4383
BKCC: 90, 4.03, -0.57, 0.4383
OCC: 90, 5.48, 1.28, 0.4382
ASPCU: 90, 10.17, -0.75, 0.4381
GSIT: 90, 4.57, -0.79, 0.4379
MATW: 90, 36.77, -1.07, 0.4378
FOX: 90, 33.98, -1.17, 0.4378
CMPR: 90, 67.75, -0.12, 0.4377
PDCO: 90, 29.61, -1.05, 0.4377
UROY: 90, 3.9, 5.81, 0.4376
CCTSU: 90, 9.98, -0.47, 0.4376
CHEF: 90, 33.68, 1.35, 0.4375
OSTK: 90, 62.13, 3.87, 0.437
MAYS: 90, 39.3, -1.16, 0.4369
HCAT: 90, 39.72, 0.1, 0.4367
PAE: 90, 9.93, 0.15, 0.4366
FOLD: 90, 12.17, 1.91, 0.4364
LLNW: 90, 3.64, 1.11, 0.4364
VERU: 90, 6.04, 2.09, 0.4363
DGICB: 90, 13.35, -0.9, 0.4362
LGAC: 90, 9.68, -0.76, 0.4361
UNIT: 90, 13.7, -0.49, 0.436
NYMTN: 90, 26.71, 3.08, 0.4359
ALOT: 90, 13.19, -0.89, 0.4357
VOXX: 90, 10.16, 0.73, 0.4356
MMYT: 90, 27.81, 0.26, 0.4356
JVA: 90, 4.3, -0.62, 0.4353
POWL: 90, 29.27, -1.26, 0.4352
ULH: 90, 18.8, -1.29, 0.4352
ROIV: 90, 10.79, 1.15, 0.4351
FRWAU: 90, 9.72, -0.83, 0.435
PFIN: 90, 5.66, -0.91, 0.435
ALCO: 90, 36.6, -1.37, 0.435
RIOT: 90, 26.4, 12.86, 0.4348
XENE: 90, 32.1, 2.14, 0.4348
DBX: 90, 24.49, -1.14, 0.4348
ARCE: 90, 21.24, -0.66, 0.4347
DMAC: 90, 3.78, 7.1, 0.4345
EUCR: 90, 9.7, -0.9, 0.4344
ANIP: 90, 47.32, 0.1, 0.4343
DYNS: 90, 9.78, -0.77, 0.4343
RBKB: 90, 10.56, -1.34, 0.4343
BMRA: 90, 4.26, 7.61, 0.4341
BZUN: 90, 12.61, 1.24, 0.4341
SLCRU: 90, 10.03, -0.7, 0.4339
FTRP: 90, 2.5, 3.99, 0.4337
EJFA: 90, 9.81, -0.65, 0.4336
SQFTP: 90, 84.71, 75.03, 0.4333
PFSW: 90, 13.12, 0.2, 0.4333
SYNL: 90, 15.58, -0.41, 0.4331
AKTS: 90, 7.04, 2.0, 0.433
CFV: 90, 9.59, -1.09, 0.433
RVNC: 90, 16.69, 0.69, 0.4329
TWLVU: 90, 9.82, -0.39, 0.4329
CYCCP: 90, 6.34, 2.16, 0.4327
NWLI: 90, 211.59, -1.13, 0.4325
NICK: 90, 11.21, -1.05, 0.4323
OSUR: 90, 8.78, -0.18, 0.4322
CRTO: 90, 38.59, -0.38, 0.4322
SZZLU: 90, 9.96, -0.74, 0.4322
HAIN: 90, 41.64, -1.29, 0.4319
HCIC: 90, 9.72, -0.6, 0.4316
NGCAU: 90, 9.33, -1.41, 0.4316
NTWK: 90, 3.97, -0.11, 0.4313
BLMN: 90, 21.36, -0.45, 0.4313
FTCVU: 90, 10.25, 0.32, 0.4311
PETQ: 90, 22.42, -0.04, 0.4311
ECOL: 90, 31.17, -1.17, 0.431
CALB: 90, 19.72, -1.48, 0.431
IGNYU: 90, 9.97, -1.05, 0.4309
EDIT: 90, 27.85, 2.75, 0.4308
BKEP: 90, 3.24, -0.66, 0.4308
TPIC: 90, 14.5, 0.12, 0.4307
WDC: 90, 65.19, -1.44, 0.4307
CMTL: 90, 23.57, -0.39, 0.4304
SRTS: 90, 7.04, 1.03, 0.4303
BPYPN: 90, 23.65, 0.58, 0.4303
GLLIU: 90, 10.06, -0.64, 0.4303
ADSE: 90, 9.61, -1.18, 0.4303
HROW: 90, 8.78, 0.87, 0.4302
GVP: 90, 1.65, 0.08, 0.4302
KVHI: 90, 8.95, -1.47, 0.4299
ARTA: 90, 9.87, -0.71, 0.4296
GTPAU: 90, 9.99, -0.65, 0.4295
PAHC: 90, 20.3, -1.4, 0.4295
BTAI: 90, 22.94, 6.85, 0.4294
ALEC: 90, 22.55, 3.16, 0.4293
ACKIT: 90, 10.08, -0.34, 0.4292
KTCC: 90, 6.09, -1.44, 0.4292
SRRK: 90, 27.29, 5.55, 0.4289
ITCI: 90, 54.37, 4.8, 0.4289
AMRN: 90, 3.52, 6.09, 0.4288
ACQRU: 90, 9.79, -0.65, 0.4288
CDXC: 90, 3.82, 1.56, 0.4285
OSW: 90, 10.19, 0.34, 0.4284
RMCF: 90, 8.0, -1.4, 0.4284
AMTB: 90, 35.1, 0.74, 0.4283
AMSC: 90, 10.91, 1.42, 0.4281
PNBK: 90, 14.85, -1.01, 0.4281
NYMX: 90, 1.0, 3.97, 0.428
GRFS: 90, 11.19, -1.53, 0.4278
SDGR: 90, 34.29, 2.65, 0.4276
AKRO: 90, 21.68, 2.26, 0.4276
RIGL: 90, 2.73, 0.63, 0.4275
HRTX: 90, 9.51, 0.66, 0.4272
LCAA: 90, 9.67, -0.66, 0.4272
ZTAQU: 90, 9.79, -0.99, 0.4271
SBRA: 90, 13.3, -1.74, 0.427
KAIRU: 90, 9.93, -0.72, 0.4269
FTPAU: 90, 9.87, -1.11, 0.4269
PTGX: 90, 37.11, 7.36, 0.4268
PXI: 90, 30.89, -1.25, 0.4268
URBN: 90, 29.34, -1.35, 0.4265
NWL: 90, 21.29, -1.65, 0.4265
CHRS: 90, 17.11, -0.09, 0.4262
GAMCU: 90, 9.77, -0.64, 0.4262
FEIM: 90, 9.11, -1.38, 0.4262
NSEC: 90, 9.65, -1.05, 0.426
CULL: 90, 12.03, -1.44, 0.426
VUZI: 90, 8.64, 3.35, 0.4259
ACT: 90, 19.86, -1.72, 0.4259
KINS: 90, 4.93, -1.76, 0.4259
KELYB: 90, 17.11, 0.18, 0.4258
AIRT: 90, 25.54, 2.49, 0.4257
MITA: 90, 9.63, -0.53, 0.4256
GROW: 90, 4.58, 2.27, 0.4255
NKTR: 90, 14.16, -0.3, 0.4253
CVGI: 90, 7.64, 0.24, 0.4251
AWRE: 90, 3.14, -1.76, 0.4251
IGIC: 90, 7.75, -1.35, 0.4249
CLNE: 90, 6.19, 1.23, 0.4246
BLTSU: 90, 10.16, -0.95, 0.4246
LAUR: 90, 11.93, -0.95, 0.4246
RGNX: 90, 32.87, 0.3, 0.4245
PUBM: 90, 34.81, 5.08, 0.4244
SMSI: 90, 4.83, 1.45, 0.4243
DLO: 90, 36.91, 5.1, 0.4242
DISCK: 90, 22.7, -1.78, 0.4239
MAAQU: 90, 10.18, -0.38, 0.4237
BIIB: 90, 254.63, -1.45, 0.4237
MRAM: 90, 11.23, 2.23, 0.4235
VECO: 90, 27.95, -1.12, 0.4235
CHB: 90, 14.06, -1.72, 0.4235
ASPU: 90, 2.32, 0.3, 0.4234
SCOAU: 90, 9.84, -0.92, 0.4234
BKR: 90, 23.85, -1.78, 0.4233
IDN: 90, 5.02, 2.88, 0.4231
ASYS: 90, 9.6, -0.36, 0.4228
NHTC: 90, 6.73, 0.01, 0.4227
ORIAU: 90, 9.78, -0.81, 0.4227
HEAR: 90, 23.9, 3.47, 0.4226
OYST: 90, 18.53, 0.68, 0.4224
SLAM: 90, 9.71, -0.46, 0.4224
MIRM: 90, 16.24, 3.16, 0.4223
BOSC: 90, 2.77, -0.39, 0.4222
IVA: 90, 13.03, -0.56, 0.4222
FWAC: 90, 9.74, -0.9, 0.4221
MYNZ: 90, 11.47, 9.4, 0.4219
GAMC: 90, 9.59, -0.88, 0.4219
LIVE: 90, 32.43, 1.98, 0.4218
PCTI: 90, 5.5, -1.5, 0.4218
PDBC: 90, 13.98, -1.57, 0.4217
HURN: 90, 49.4, -1.91, 0.4217
BEEM: 90, 19.83, 4.76, 0.4215
SPWR: 90, 20.4, 0.89, 0.4213
DSKE: 90, 9.79, -0.43, 0.4213
LEE: 90, 35.65, -0.29, 0.4212
LMNR: 90, 15.79, -1.67, 0.4211
JRSH: 90, 6.38, -1.37, 0.421
LIQT: 90, 5.73, 1.74, 0.4209
SFIX: 90, 19.32, 1.77, 0.4207
PDCE: 90, 51.09, 1.48, 0.4207
XPER: 90, 18.52, -1.76, 0.4204
SPOK: 90, 8.83, -1.98, 0.4204
ICAD: 90, 6.99, -0.8, 0.4202
PANL: 90, 3.67, -1.01, 0.4202
HLXA: 90, 9.73, -1.69, 0.4202
DISCA: 90, 23.38, -2.11, 0.4202
KURA: 90, 14.74, 0.51, 0.4201
BSCU: 90, 19.22, -0.6, 0.4201
SGA: 90, 23.35, -2.2, 0.4201
VOD: 90, 14.97, -2.15, 0.4199
FRTA: 90, 24.47, 2.19, 0.4196
NDACU: 90, 9.84, -0.91, 0.4196
EHTH: 90, 25.42, 0.19, 0.4195
TWOU: 90, 19.88, -0.62, 0.4194
PRTC: 90, 36.63, -1.02, 0.4194
RPRX: 90, 39.19, -1.93, 0.4189
FTAG: 90, 30.0, -2.0, 0.4189
CARA: 90, 12.31, 0.84, 0.4186
VTAQ: 90, 9.92, -0.63, 0.4185
QFIN: 90, 20.68, 2.7, 0.4184
VWTR: 90, 11.84, -2.14, 0.4184
NBEV: 90, 1.15, 6.63, 0.4183
PIRS: 90, 3.57, 1.66, 0.4183
DGNU: 90, 9.67, -1.1, 0.4183
STRO: 90, 15.1, 0.77, 0.418
NTUS: 90, 23.75, -2.11, 0.4178
CONN: 90, 22.84, 0.79, 0.4176
BSBK: 90, 9.99, -2.31, 0.4175
VSAT: 90, 43.84, -2.07, 0.4174
LOCO: 90, 13.73, -2.03, 0.4171
PNRG: 90, 67.87, -0.08, 0.417
GNOG: 90, 9.62, -0.33, 0.417
FSSIU: 90, 9.9, -1.13, 0.4169
SANW: 90, 2.58, -1.77, 0.4169
TCACU: 90, 10.0, -1.11, 0.4166
PLYA: 90, 7.49, -2.21, 0.4166
CFIVU: 90, 9.87, -1.01, 0.4165
BNNR: 90, 9.72, -0.57, 0.4164
FNVT: 90, 9.76, -0.77, 0.4164
WULF: 90, 13.83, 0.22, 0.4161
AFIN: 90, 8.77, -1.9, 0.4161
MGNI: 90, 17.07, 0.38, 0.4158
TMKR: 90, 9.77, -0.55, 0.4158
PWFL: 90, 4.73, -1.6, 0.4158
UEIC: 90, 40.27, -2.15, 0.4158
ATY: 90, 3.59, 1.12, 0.4157
LASR: 90, 24.11, -0.3, 0.4157
PUYI: 90, 6.43, -0.65, 0.4156
HOLI: 90, 13.76, -2.34, 0.4156
IDBA: 90, 27.46, -1.19, 0.4154
FAT: 90, 10.82, 1.2, 0.4153
TBPH: 90, 10.55, -1.25, 0.4153
CSBR: 90, 7.89, 1.07, 0.4151
CPIX: 90, 4.66, -1.5, 0.4151
TA: 90, 51.98, -0.39, 0.415
HOVNP: 90, 23.02, 1.7, 0.4148
INKA: 90, 9.79, -0.51, 0.4148
BKCH: 90, 22.95, -0.54, 0.4147
HCSG: 90, 17.04, -2.42, 0.4147
OLITU: 90, 9.99, -0.54, 0.4146
HA: 90, 18.35, -1.63, 0.4146
MBNKP: 90, 24.75, 2.07, 0.4144
FBIO: 90, 2.43, 0.48, 0.4143
MFIN: 90, 6.61, -0.98, 0.4143
PLMI: 90, 9.62, -0.81, 0.4142
NTNX: 90, 31.99, -1.24, 0.4138
ARBE: 90, 8.76, -2.42, 0.4137
OPNT: 90, 47.65, 29.01, 0.4136
BSKYU: 90, 9.79, -0.71, 0.4136
KHC: 90, 34.99, -2.34, 0.4136
SPNE: 90, 12.37, -2.08, 0.4135
UONEK: 90, 3.44, 2.71, 0.4132
VIIAU: 90, 9.87, -1.25, 0.4131
DOGZ: 90, 8.13, 2.91, 0.413
ATNI: 90, 39.33, -2.49, 0.413
METC: 90, 13.14, -0.36, 0.4126
GURE: 90, 4.24, -1.59, 0.4126
FORD: 90, 1.55, 2.64, 0.4125
KOPN: 90, 3.93, 0.76, 0.4124
IPVIU: 90, 9.78, -0.71, 0.4123
MCHX: 90, 2.56, -2.28, 0.4123
JCS: 90, 2.34, -1.68, 0.4121
WHLRD: 90, 15.14, -2.15, 0.4121
OPCH: 90, 28.21, 0.02, 0.412
AMYT: 90, 10.0, -2.65, 0.412
OSPN: 90, 16.75, -2.4, 0.4116
HDSN: 90, 4.43, 1.35, 0.4115
CSII: 90, 19.07, -2.23, 0.4115
PCRX: 90, 60.64, -2.59, 0.4114
HMCOU: 90, 9.93, -1.99, 0.4111
WYNN: 90, 82.73, -2.72, 0.4111
CUE: 90, 11.36, -0.64, 0.4109
FA: 90, 18.62, -2.14, 0.4109
SVFC: 90, 9.89, -1.13, 0.4107
SATS: 90, 25.53, -2.53, 0.4107
AEY: 90, 1.65, -1.95, 0.4106
YY: 90, 41.35, -2.12, 0.4106
XXII: 90, 3.1, 1.97, 0.4105
GSAQ: 90, 9.81, -0.61, 0.4104
SCPL: 90, 13.36, -2.03, 0.4104
BLDE: 90, 8.31, -2.48, 0.4103
SAGE: 90, 42.16, -0.8, 0.4102
IEA: 90, 8.96, -0.08, 0.4101
MOMO: 90, 8.08, -1.53, 0.4101
INMB: 90, 10.25, 2.75, 0.4099
ONDS: 90, 6.7, 2.2, 0.4098
UAL: 90, 43.58, -1.95, 0.4097
ARKO: 90, 8.47, -2.17, 0.4097
GOGO: 90, 13.68, -0.61, 0.4096
CADL: 90, 8.35, 7.79, 0.4095
SNRHU: 90, 9.87, -1.12, 0.4095
VIAC: 90, 29.19, -2.73, 0.4095
NN: 90, 8.67, -2.9, 0.4095
PXLW: 90, 4.6, 0.13, 0.4093
BYND: 90, 63.22, -0.07, 0.4093
RMNI: 90, 5.71, -2.45, 0.4091
ACAD: 90, 23.65, -1.31, 0.409
IMMR: 90, 5.67, -2.26, 0.409
GBNH: 90, 6.02, 25.27, 0.4089
TNDM: 90, 153.83, 0.54, 0.4089
MTBC: 90, 5.13, 2.33, 0.4088
USAK: 90, 19.23, -1.8, 0.4088
AGEN: 90, 3.35, -0.96, 0.4086
INFN: 90, 9.56, -2.11, 0.4086
TGTX: 90, 19.29, 0.26, 0.4083
AWH: 90, 1.76, -0.53, 0.4083
BJRI: 90, 34.25, -2.35, 0.4081
HTLD: 90, 16.6, -2.34, 0.408
KOSS: 90, 12.2, 9.2, 0.4074
USIO: 90, 4.75, 2.2, 0.4074
IMGN: 90, 7.45, 0.61, 0.4074
BBCP: 90, 8.04, -1.08, 0.4074
SHC: 90, 22.72, -2.78, 0.4072
PATI: 90, 7.87, -2.96, 0.4072
KLAQ: 90, 9.72, -0.82, 0.407
ARAY: 90, 4.7, -2.39, 0.407
LBTYK: 90, 27.91, -2.76, 0.4069
TRHC: 90, 13.65, -1.18, 0.4067
IGMS: 90, 29.98, 3.08, 0.4066
TELA: 90, 12.05, -0.87, 0.4066
EZPW: 90, 7.14, -2.78, 0.4064
WMPN: 90, 11.71, -2.93, 0.4061
DRRX: 90, 0.97, 0.8, 0.406
TGA: 90, 2.9, -1.42, 0.4059
TMDX: 90, 19.58, -1.45, 0.4059
PMD: 90, 6.77, -2.82, 0.4059
CPSI: 90, 28.35, -3.19, 0.4057
APEI: 90, 21.35, -3.05, 0.4055
ALIM: 90, 5.11, 2.31, 0.4054
RACB: 90, 9.57, -2.04, 0.4053
KAIR: 90, 9.67, -0.79, 0.4052
NOAC: 90, 9.63, -1.76, 0.4052
HMHC: 90, 15.96, -1.86, 0.4048
PCYG: 90, 5.72, -2.9, 0.4048
CLWT: 90, 3.19, 2.19, 0.4047
AFRM: 90, 104.27, 2.39, 0.4046
WHLM: 90, 5.03, -0.74, 0.4045
CPLP: 90, 15.51, -2.91, 0.4044
ARTW: 90, 3.34, -1.91, 0.404
AMTX: 90, 13.41, 9.46, 0.4039
MVIS: 90, 5.36, 4.78, 0.4039
APWC: 90, 1.98, 0.11, 0.4039
THCPU: 90, 9.78, -0.65, 0.4037
MYGN: 90, 27.06, -1.85, 0.4037
BIDU: 90, 132.78, -2.65, 0.4035
BBQ: 90, 15.22, -2.13, 0.4034
BHF: 90, 51.83, -2.13, 0.4034
SVFB: 90, 9.82, -1.53, 0.4033
ACRS: 90, 14.85, 1.44, 0.403
BELFA: 90, 14.59, -2.15, 0.403
OXBR: 90, 6.51, 2.27, 0.4027
VERI: 90, 22.06, 3.38, 0.4026
PCVX: 90, 23.68, -1.51, 0.4026
MNDT: 90, 17.03, -3.12, 0.4024
DRAYU: 90, 9.81, -0.78, 0.4023
ADERU: 90, 10.04, -1.36, 0.4023
IVAC: 90, 4.68, -2.48, 0.4023
HMTV: 90, 7.06, -3.17, 0.4023
